hyperparameters,1_translated,1_untranslated,2_translated,2_untranslated,3_translated,3_untranslated
xlm-roberta-base,,0.875,,0.9583333134651184,,0.875
6,0.7916666865348816,0.9583333134651184,1.0,1.0,0.7083333134651184,0.4166666567325592
20,0.875,0.9166666865348816,1.0,1.0,0.8333333134651184,0.2916666567325592
0.0001,0.875,0.9583333134651184,1.0,1.0,0.8333333134651184,0.2083333283662796
200,0.8333333134651184,0.875,1.0,1.0,0.8333333134651184,0.25
