hyperparameters,1_translated,1_untranslated,2_translated,2_untranslated,3_translated,3_untranslated
xlm-roberta-base,,1.0,,1.0,,1.0
6,1.0,1.0,1.0,1.0,0.8809523582458496,0.6666666865348816
20,1.0,1.0,1.0,1.0,0.9523809552192688,0.6428571343421936
0.0001,1.0,1.0,1.0,1.0,0.8809523582458496,0.6666666865348816
200,1.0,1.0,1.0,1.0,0.8809523582458496,0.6190476417541504
